time,open,high,low,close
2025-01-13 00:01:00,0.83868,0.83868,0.83849,0.83854
2025-01-13 00:02:00,0.83814,0.8386,0.83814,0.8386
2025-01-13 00:03:00,0.8386,0.83869,0.8386,0.83866
2025-01-13 00:04:00,0.83873,0.83873,0.83873,0.83873
2025-01-13 00:05:00,0.83873,0.83877,0.83858,0.83858
2025-01-13 00:06:00,0.83863,0.83863,0.83863,0.83863
2025-01-13 00:07:00,0.83871,0.83884,0.83863,0.83884
2025-01-13 00:08:00,0.83898,0.83898,0.83863,0.83889
2025-01-13 00:09:00,0.83888,0.83903,0.83863,0.83897
2025-01-13 00:10:00,0.83897,0.83897,0.83863,0.83877
2025-01-13 00:11:00,0.83875,0.83906,0.83868,0.83906
2025-01-13 00:12:00,0.83906,0.83907,0.83874,0.83902
2025-01-13 00:13:00,0.83892,0.83916,0.83892,0.83905
2025-01-13 00:14:00,0.83917,0.83918,0.83901,0.83908
2025-01-13 00:15:00,0.83909,0.83909,0.83887,0.83898
2025-01-13 00:16:00,0.83921,0.83921,0.83894,0.83894
2025-01-13 00:17:00,0.83899,0.83926,0.83899,0.83899
2025-01-13 00:18:00,0.83894,0.83928,0.83894,0.83905
2025-01-13 00:19:00,0.8391,0.83927,0.83908,0.83908
2025-01-13 00:20:00,0.83908,0.83919,0.83894,0.83912
2025-01-13 00:21:00,0.83913,0.83919,0.83901,0.83912
2025-01-13 00:22:00,0.83914,0.83924,0.83897,0.83915
2025-01-13 00:23:00,0.83929,0.83929,0.83918,0.83918
2025-01-13 00:24:00,0.8393,0.8393,0.83905,0.83913
2025-01-13 00:25:00,0.83913,0.83927,0.83913,0.83915
2025-01-13 00:26:00,0.83915,0.83915,0.83901,0.83909
2025-01-13 00:27:00,0.83901,0.83914,0.83901,0.83914
2025-01-13 00:28:00,0.83917,0.83929,0.8388,0.83902
2025-01-13 00:29:00,0.83902,0.83904,0.83885,0.83885
2025-01-13 00:30:00,0.8388,0.83905,0.83876,0.83903
2025-01-13 00:31:00,0.83895,0.83909,0.83895,0.83909
2025-01-13 00:32:00,0.83907,0.8391,0.83907,0.83907
2025-01-13 00:33:00,0.83907,0.83911,0.83897,0.83901
2025-01-13 00:34:00,0.83912,0.83912,0.83904,0.83912
2025-01-13 00:35:00,0.83912,0.83916,0.83905,0.83905
2025-01-13 00:36:00,0.83905,0.83922,0.83901,0.83921
2025-01-13 00:37:00,0.83918,0.83927,0.83912,0.83926
2025-01-13 00:38:00,0.83926,0.8393,0.83919,0.83919
2025-01-13 00:39:00,0.83922,0.83927,0.83922,0.83922
2025-01-13 00:40:00,0.83919,0.83927,0.83918,0.83918
2025-01-13 00:41:00,0.83921,0.83932,0.83919,0.83932
2025-01-13 00:42:00,0.8392,0.83935,0.8392,0.83924
2025-01-13 00:43:00,0.8392,0.83923,0.83918,0.83918
2025-01-13 00:44:00,0.83918,0.83919,0.83918,0.83918
2025-01-13 00:45:00,0.83919,0.83919,0.83918,0.83918
2025-01-13 00:46:00,0.83918,0.83918,0.83912,0.83918
2025-01-13 00:47:00,0.83915,0.83915,0.83874,0.83879
2025-01-13 00:48:00,0.83885,0.83888,0.83884,0.83886
2025-01-13 00:49:00,0.83886,0.83886,0.83864,0.8388
2025-01-13 00:50:00,0.8388,0.83886,0.8388,0.83886
2025-01-13 00:51:00,0.83886,0.83886,0.83884,0.83884
2025-01-13 00:52:00,0.83884,0.83889,0.83884,0.83889
2025-01-13 00:53:00,0.83893,0.83893,0.83889,0.83889
2025-01-13 00:54:00,0.83889,0.83898,0.83881,0.83892
2025-01-13 00:55:00,0.83892,0.83892,0.83882,0.83885
2025-01-13 00:56:00,0.83885,0.83886,0.83879,0.83879
2025-01-13 00:57:00,0.83883,0.8389,0.83879,0.83883
2025-01-13 00:58:00,0.83883,0.83892,0.83869,0.83891
2025-01-13 00:59:00,0.83895,0.83912,0.83895,0.83911
2025-01-13 01:00:00,0.8391,0.8392,0.8389,0.8392
2025-01-13 01:01:00,0.8392,0.83926,0.83916,0.83917
2025-01-13 01:02:00,0.83918,0.83925,0.83918,0.83925
2025-01-13 01:03:00,0.83923,0.83923,0.83919,0.83921
2025-01-13 01:04:00,0.83921,0.83921,0.83913,0.83921
2025-01-13 01:05:00,0.83921,0.83921,0.83919,0.83919
2025-01-13 01:06:00,0.8392,0.8392,0.83907,0.83914
2025-01-13 01:07:00,0.83911,0.83918,0.8391,0.83914
2025-01-13 01:08:00,0.83915,0.83921,0.83914,0.83915
2025-01-13 01:09:00,0.83915,0.8392,0.83909,0.8391
2025-01-13 01:10:00,0.8391,0.83919,0.83909,0.8391
2025-01-13 01:11:00,0.8391,0.8391,0.83905,0.83905
2025-01-13 01:12:00,0.83906,0.8391,0.83905,0.83905
2025-01-13 01:13:00,0.83905,0.83915,0.83905,0.83915
2025-01-13 01:14:00,0.83915,0.83916,0.83915,0.83915
2025-01-13 01:15:00,0.83915,0.83915,0.83915,0.83915
2025-01-13 01:16:00,0.83915,0.83915,0.8391,0.8391
2025-01-13 01:17:00,0.83909,0.8391,0.83907,0.83907
2025-01-13 01:18:00,0.8391,0.8391,0.8391,0.8391
2025-01-13 01:19:00,0.8391,0.83915,0.8391,0.83915
2025-01-13 01:20:00,0.83915,0.8392,0.83915,0.83916
2025-01-13 01:21:00,0.83916,0.83919,0.83915,0.83915
2025-01-13 01:22:00,0.83915,0.83916,0.83915,0.83916
2025-01-13 01:23:00,0.83915,0.8392,0.83915,0.8392
2025-01-13 01:24:00,0.8392,0.8392,0.8392,0.8392
2025-01-13 01:25:00,0.8392,0.83936,0.8392,0.83926
2025-01-13 01:26:00,0.83926,0.83926,0.8392,0.83923
2025-01-13 01:27:00,0.83923,0.83926,0.83923,0.83926
2025-01-13 01:28:00,0.83926,0.83926,0.83926,0.83926
2025-01-13 01:29:00,0.83926,0.83926,0.83924,0.83926
2025-01-13 01:30:00,0.83926,0.83926,0.83915,0.83916
2025-01-13 01:31:00,0.83916,0.83916,0.8391,0.8391
2025-01-13 01:32:00,0.8391,0.83915,0.83904,0.83915
2025-01-13 01:33:00,0.83915,0.8392,0.83915,0.83916
2025-01-13 01:34:00,0.83916,0.83921,0.83916,0.8392
2025-01-13 01:35:00,0.8392,0.83921,0.83913,0.83915
2025-01-13 01:36:00,0.83915,0.8392,0.83915,0.8392
2025-01-13 01:37:00,0.8392,0.8392,0.83915,0.83916
2025-01-13 01:38:00,0.83916,0.8392,0.83915,0.8392
2025-01-13 01:39:00,0.8392,0.83925,0.8392,0.8392
2025-01-13 01:40:00,0.8392,0.8392,0.83915,0.83915
2025-01-13 01:41:00,0.83915,0.8392,0.83915,0.8392
2025-01-13 01:42:00,0.8392,0.8392,0.83919,0.8392
2025-01-13 01:43:00,0.8392,0.8392,0.83914,0.83915
2025-01-13 01:44:00,0.83915,0.83915,0.83913,0.83915
2025-01-13 01:45:00,0.83915,0.83915,0.83915,0.83915
2025-01-13 01:46:00,0.83915,0.83915,0.8391,0.83912
2025-01-13 01:47:00,0.83913,0.83917,0.83913,0.83915
2025-01-13 01:48:00,0.83915,0.8392,0.83915,0.83919
2025-01-13 01:49:00,0.8392,0.83921,0.8391,0.83915
2025-01-13 01:50:00,0.83915,0.83915,0.83911,0.83915
2025-01-13 01:51:00,0.83916,0.8392,0.83915,0.83915
2025-01-13 01:52:00,0.83915,0.83925,0.83915,0.83925
2025-01-13 01:53:00,0.83922,0.8393,0.83922,0.83929
2025-01-13 01:54:00,0.83929,0.8393,0.83927,0.83929
2025-01-13 01:55:00,0.83929,0.83929,0.83924,0.83929
2025-01-13 01:56:00,0.83929,0.83929,0.83925,0.83929
2025-01-13 01:57:00,0.83925,0.83931,0.83925,0.8393
2025-01-13 01:58:00,0.83931,0.83931,0.83928,0.83929
2025-01-13 01:59:00,0.83929,0.83929,0.8392,0.83925
2025-01-13 02:00:00,0.83925,0.8393,0.83925,0.8393
2025-01-13 02:01:00,0.8393,0.8393,0.83924,0.83924
2025-01-13 02:02:00,0.83925,0.8393,0.83924,0.83926
2025-01-13 02:03:00,0.83924,0.8394,0.83924,0.8394
2025-01-13 02:04:00,0.83939,0.83939,0.83933,0.83936
2025-01-13 02:05:00,0.83934,0.83939,0.83933,0.83938
2025-01-13 02:06:00,0.8394,0.8394,0.8393,0.83938
2025-01-13 02:07:00,0.83938,0.83938,0.83933,0.83934
2025-01-13 02:08:00,0.83935,0.83939,0.83935,0.83935
2025-01-13 02:09:00,0.83935,0.83938,0.83935,0.83935
2025-01-13 02:10:00,0.83935,0.8394,0.83934,0.83935
2025-01-13 02:11:00,0.83934,0.83934,0.8392,0.83923
2025-01-13 02:12:00,0.83921,0.83921,0.83917,0.83918
2025-01-13 02:13:00,0.83921,0.83921,0.8391,0.8391
2025-01-13 02:14:00,0.8391,0.83913,0.83909,0.8391
2025-01-13 02:15:00,0.8391,0.83915,0.83905,0.8391
2025-01-13 02:16:00,0.83911,0.83917,0.83905,0.83916
2025-01-13 02:17:00,0.83917,0.83917,0.83915,0.83916
2025-01-13 02:18:00,0.83914,0.83916,0.8391,0.83915
2025-01-13 02:19:00,0.83916,0.8392,0.83916,0.83919
2025-01-13 02:20:00,0.83919,0.83922,0.83917,0.8392
2025-01-13 02:21:00,0.8392,0.83921,0.83918,0.83919
2025-01-13 02:22:00,0.83919,0.83919,0.83918,0.83918
2025-01-13 02:23:00,0.83919,0.83922,0.83916,0.8392
2025-01-13 02:24:00,0.8392,0.83921,0.83917,0.83921
2025-01-13 02:25:00,0.83921,0.83925,0.8392,0.83924
2025-01-13 02:26:00,0.83925,0.83925,0.83924,0.83925
2025-01-13 02:27:00,0.83925,0.83931,0.83924,0.83928
2025-01-13 02:28:00,0.83934,0.83934,0.83928,0.83928
2025-01-13 02:29:00,0.83933,0.83933,0.83928,0.83929
2025-01-13 02:30:00,0.8393,0.83934,0.83926,0.83926
2025-01-13 02:31:00,0.83926,0.83931,0.83926,0.83931
2025-01-13 02:32:00,0.8393,0.83931,0.83925,0.83926
2025-01-13 02:33:00,0.83925,0.83926,0.83925,0.83925
2025-01-13 02:34:00,0.83926,0.83932,0.83925,0.83926
2025-01-13 02:35:00,0.83925,0.83931,0.8392,0.83921
2025-01-13 02:36:00,0.8392,0.83931,0.8392,0.83925
2025-01-13 02:37:00,0.83926,0.83932,0.8392,0.8392
2025-01-13 02:38:00,0.83921,0.83921,0.8392,0.83921
2025-01-13 02:39:00,0.8392,0.83925,0.8392,0.83925
2025-01-13 02:40:00,0.83925,0.83931,0.83925,0.83926
2025-01-13 02:41:00,0.83926,0.83931,0.83926,0.8393
