time,open,high,low,close
2025-01-27 00:01:00,1.24658,1.24783,1.24658,1.24667
2025-01-27 00:02:00,1.2466599999999999,1.24673,1.24665,1.24665
2025-01-27 00:03:00,1.24665,1.24667,1.24665,1.24667
2025-01-27 00:04:00,1.2466599999999999,1.2467,1.24659,1.2467
2025-01-27 00:05:00,1.24671,1.24677,1.24667,1.24667
2025-01-27 00:06:00,1.2466599999999999,1.24683,1.2466,1.2466599999999999
2025-01-27 00:07:00,1.24667,1.24667,1.24664,1.24667
2025-01-27 00:08:00,1.2466599999999999,1.24682,1.2466599999999999,1.2466599999999999
2025-01-27 00:09:00,1.24667,1.24667,1.24667,1.24667
2025-01-27 00:10:00,1.2466599999999999,1.2466599999999999,1.24663,1.2466599999999999
2025-01-27 00:11:00,1.2466599999999999,1.24667,1.2466599999999999,1.24667
2025-01-27 00:12:00,1.2466599999999999,1.24692,1.2466599999999999,1.2466599999999999
2025-01-27 00:13:00,1.24667,1.24667,1.24667,1.24667
2025-01-27 00:14:00,1.2466599999999999,1.24676,1.2466599999999999,1.24676
2025-01-27 00:15:00,1.24677,1.24685,1.24677,1.24685
2025-01-27 00:16:00,1.24685,1.24685,1.24684,1.24684
2025-01-27 00:17:00,1.24685,1.24686,1.24685,1.24686
2025-01-27 00:18:00,1.24685,1.24685,1.24685,1.24685
2025-01-27 00:19:00,1.24681,1.24686,1.24681,1.24686
2025-01-27 00:20:00,1.24698,1.24698,1.24687,1.24688
2025-01-27 00:21:00,1.24695,1.24695,1.24688,1.24689
2025-01-27 00:22:00,1.24696,1.24698,1.24687,1.24689
2025-01-27 00:23:00,1.24689,1.2469000000000001,1.24689,1.2469000000000001
2025-01-27 00:24:00,1.24689,1.24689,1.24685,1.24685
2025-01-27 00:25:00,1.24688,1.24695,1.24685,1.24685
2025-01-27 00:26:00,1.24688,1.24691,1.24685,1.24685
2025-01-27 00:27:00,1.24685,1.24685,1.24685,1.24685
2025-01-27 00:28:00,1.24685,1.24685,1.24685,1.24685
2025-01-27 00:29:00,1.24686,1.24692,1.24685,1.24692
2025-01-27 00:30:00,1.24692,1.24703,1.24692,1.24703
2025-01-27 00:31:00,1.24703,1.24703,1.24695,1.24703
2025-01-27 00:32:00,1.24703,1.24705,1.24702,1.24705
2025-01-27 00:33:00,1.24705,1.24705,1.24692,1.24692
2025-01-27 00:34:00,1.24693,1.24693,1.24692,1.24692
2025-01-27 00:35:00,1.24692,1.24698,1.24692,1.24698
