time,open,high,low,close
2025-01-08 16:00:00,1.03031,1.0307,1.03031,1.0305
2025-01-08 16:01:00,1.03045,1.03072,1.03036,1.03059
2025-01-08 16:02:00,1.03057,1.03057,1.03035,1.03042
2025-01-08 16:03:00,1.03045,1.03049,1.03022,1.03038
2025-01-08 16:04:00,1.03036,1.03039,1.03017,1.03019
2025-01-08 16:05:00,1.0302,1.0302,1.03001,1.03006
2025-01-08 16:06:00,1.03007,1.03008,1.02984,1.02992
2025-01-08 16:07:00,1.02992,1.03027,1.02987,1.03021
2025-01-08 16:08:00,1.03022,1.03037,1.03011,1.03021
2025-01-08 16:09:00,1.03019,1.03024,1.02985,1.02988
2025-01-08 16:10:00,1.02986,1.02991,1.02974,1.02983
2025-01-08 16:11:00,1.02985,1.03007,1.02984,1.02993
2025-01-08 16:12:00,1.02993,1.02996,1.0297,1.02971
2025-01-08 16:13:00,1.02971,1.02995,1.02971,1.02988
2025-01-08 16:14:00,1.02987,1.03005,1.02979,1.02987
2025-01-08 16:15:00,1.02987,1.02989,1.02966,1.02968
2025-01-08 16:16:00,1.02967,1.02968,1.02939,1.02941
2025-01-08 16:17:00,1.0294,1.02967,1.02934,1.02964
2025-01-08 16:18:00,1.02965,1.02978,1.02962,1.02972
2025-01-08 16:19:00,1.0297,1.02983,1.02964,1.02965
2025-01-08 16:20:00,1.02965,1.0299,1.02965,1.0299
2025-01-08 16:21:00,1.0299,1.0299,1.02966,1.02971
2025-01-08 16:22:00,1.02969,1.02979,1.02942,1.02943
2025-01-08 16:23:00,1.02942,1.02953,1.02935,1.02949
2025-01-08 16:24:00,1.02948,1.02952,1.02936,1.02948
2025-01-08 16:25:00,1.02951,1.02963,1.02942,1.02948
2025-01-08 16:26:00,1.02947,1.02963,1.02945,1.02962
2025-01-08 16:27:00,1.0296,1.0297,1.02956,1.02962
2025-01-08 16:28:00,1.02957,1.02961,1.02933,1.02933
2025-01-08 16:29:00,1.02933,1.02936,1.02931,1.02934
2025-01-08 16:30:00,1.02934,1.02934,1.02906,1.02934
2025-01-08 16:31:00,1.02933,1.02947,1.02921,1.02924
2025-01-08 16:32:00,1.02926,1.02947,1.02922,1.02943
2025-01-08 16:33:00,1.02944,1.02947,1.02934,1.02937
2025-01-08 16:34:00,1.02936,1.02961,1.02936,1.02955
2025-01-08 16:35:00,1.02955,1.02957,1.02932,1.02934
2025-01-08 16:36:00,1.02934,1.02954,1.02926,1.0295
2025-01-08 16:37:00,1.02949,1.02954,1.02929,1.02952
2025-01-08 16:38:00,1.02953,1.02962,1.02936,1.02954
2025-01-08 16:39:00,1.02951,1.02958,1.02914,1.02918
2025-01-08 16:40:00,1.02918,1.02952,1.02918,1.02952
2025-01-08 16:41:00,1.02951,1.02967,1.02937,1.02943
2025-01-08 16:42:00,1.0294,1.02955,1.0293,1.02935
2025-01-08 16:43:00,1.02931,1.02934,1.02905,1.02909
2025-01-08 16:44:00,1.02912,1.02933,1.02904,1.02928
